season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,2016,Bronze,USA,United States,CASTLIN Kristi,2016 Rio de Janeiro,Athletics,Women's,100m hurdles
Summer,2016,Gold,USA,United States,MUHAMMAD Dalilah,2016 Rio de Janeiro,Athletics,Women's,400m hurdles
Summer,2016,Bronze,USA,United States,SPENCER Ashley,2016 Rio de Janeiro,Athletics,Women's,400m hurdles
Summer,2016,Bronze,USA,United States,COBURN Emma,2016 Rio de Janeiro,Athletics,Women's,3000m steeplechase
Summer,2016,Gold,USA,United States,United States,2016 Rio de Janeiro,Athletics,Women's,4x100m relay
Summer,2016,Gold,USA,United States,United States,2016 Rio de Janeiro,Athletics,Women's,4x400m relay
Summer,2016,Gold,USA,United States,BARTOLETTA Tianna,2016 Rio de Janeiro,Athletics,Women's,long jump
Summer,2016,Silver,USA,United States,REESE Brittney,2016 Rio de Janeiro,Athletics,Women's,long jump
Summer,2016,Silver,USA,United States,MORRIS Sandi,2016 Rio de Janeiro,Athletics,Women's,pole vault
Summer,2016,Gold,USA,United States,CARTER Michelle,2016 Rio de Janeiro,Athletics,Women's,shot put
Summer,2024,Gold,USA,United States,LYLES Noah,2024 Paris,Athletics,Men's,100m
Summer,2024,Bronze,USA,United States,KERLEY Fred,2024 Paris,Athletics,Men's,100m
Summer,2024,Silver,USA,United States,BEDNAREK Kenneth,2024 Paris,Athletics,Men's,200m
Summer,2024,Bronze,USA,United States,LYLES Noah,2024 Paris,Athletics,Men's,200m
Summer,2024,Gold,USA,United States,HALL Quincy,2024 Paris,Athletics,Men's,400m
Summer,2024,Gold,USA,United States,HOCKER Cole,2024 Paris,Athletics,Men's,1500m
Summer,2024,Bronze,USA,United States,NUGUSE Yared,2024 Paris,Athletics,Men's,1500m
Summer,2024,Bronze,USA,United States,FISHER Grant,2024 Paris,Athletics,Men's,5000m
Summer,2024,Bronze,USA,United States,FISHER Grant,2024 Paris,Athletics,Men's,10000m
Summer,2024,Gold,USA,United States,HOLLOWAY Grant,2024 Paris,Athletics,Men's,110m hurdles
Summer,2024,Silver,USA,United States,ROBERTS Daniel,2024 Paris,Athletics,Men's,110m hurdles
Summer,2024,Gold,USA,United States,BENJAMIN Rai,2024 Paris,Athletics,Men's,400m hurdles
Summer,2024,Silver,USA,United States,ROOKS Kenneth,2024 Paris,Athletics,Men's,3000m steeplechase
Summer,2024,Gold,USA,United States,"BAILEY Christopher, DEADMON Bryce, WILSON Quincy, NORWOOD Vernon, BENJAMIN Rai",2024 Paris,Athletics,Men's,4x400m relay
Summer,2024,Silver,USA,United States,McEWEN Shelby,2024 Paris,Athletics,Men's,high jump
Summer,2024,Silver,USA,United States,KENDRICKS Sam,2024 Paris,Athletics,Men's,pole vault
Summer,2024,Gold,USA,United States,CROUSER Ryan,2024 Paris,Athletics,Men's,shot put
Summer,2024,Silver,USA,United States,KOVACS Joe,2024 Paris,Athletics,Men's,shot put
Summer,2024,Silver,USA,United States,RICHARDSON Sha'carri,2024 Paris,Athletics,Women's,100m
Summer,2024,Bronze,USA,United States,JEFFERSON Melissa,2024 Paris,Athletics,Women's,100m
Summer,2024,Gold,USA,United States,THOMAS Gabrielle,2024 Paris,Athletics,Women's,200m
Summer,2024,Bronze,USA,United States,BROWN Brittany,2024 Paris,Athletics,Women's,200m
Summer,2024,Gold,USA,United States,RUSSELL Masai,2024 Paris,Athletics,Women's,100m hurdles
Summer,2024,Gold,USA,United States,McLAUGHLIN-LEVRONE Sydney,2024 Paris,Athletics,Women's,400m hurdles
Summer,2024,Silver,USA,United States,COCKRELL Anna,2024 Paris,Athletics,Women's,400m hurdles
Summer,2024,Gold,USA,United States,"TERRY Twanisha, RICHARDSON Sha'carri, JEFFERSON Melissa, THOMAS Gabrielle",2024 Paris,Athletics,Women's,4x100m relay
Summer,2024,Gold,USA,United States,"THOMAS Gabrielle, BROWN Kaylyn, HAYES Quanera, LITTLE Shamier, McLAUGHLIN-LEVRONE Sydney, HOLMES Alexis, BUTLER Aaliyah",2024 Paris,Athletics,Women's,4x400m relay
Summer,2024,Gold,USA,United States,DAVIS-WOODHALL Tara,2024 Paris,Athletics,Women's,long jump
Summer,2024,Bronze,USA,United States,MOORE Jasmine,2024 Paris,Athletics,Women's,long jump
Summer,2024,Bronze,USA,United States,MOORE Jasmine,2024 Paris,Athletics,Women's,triple jump
Summer,2024,Silver,USA,United States,MOON Katie,2024 Paris,Athletics,Women's,pole vault
Summer,2024,Gold,USA,United States,ALLMAN Valarie,2024 Paris,Athletics,Women's,discus throw
Summer,2024,Silver,USA,United States,ECHIKUNWOKE Annette Nneka,2024 Paris,Athletics,Women's,hammer throw
Summer,2024,Silver,USA,United States,"LITTLE Shamier, BROWN Kaylyn, NORWOOD Vernon, DEADMON Bryce",2024 Paris,Athletics,Mixed,4x400m relay
